"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bangladesh","BGD","1981","0.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bangladesh","BGD","1980","0.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bangladesh","BGD","1979","0.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bangladesh","BGD","1978","0.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bangladesh","BGD","1977","0.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bangladesh","BGD","1976","0.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bangladesh","BGD","1975","0.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2016","14.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2015","14.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2014","13.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2013","13.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2012","12.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2011","12.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2010","11.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2009","11.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2008","11.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2007","10.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2006","10.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2005","9.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2004","9.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2003","9.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2002","8.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2001","8.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","2000","8.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1999","7.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1998","7.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1997","7.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1996","6.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1995","6.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1994","6.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1993","6.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1992","5.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1991","5.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1990","5.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1989","5.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1988","5.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1987","5.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1986","4.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1985","4.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1984","4.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1983","4.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1982","4.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1981","4.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1980","3.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1979","3.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1978","3.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1977","3.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1976","3.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Barbados","BRB","1975","3.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2016","22.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2015","21.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2014","21.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2013","20.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2012","20.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2011","19.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2010","19.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2009","18.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2008","18.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2007","17.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2006","17.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2005","16.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2004","16.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2003","15.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2002","15.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2001","14.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","2000","14.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1999","13.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1998","13.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1997","13.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1996","12.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1995","12.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1994","11.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1993","11.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1992","11.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1991","10.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1990","10.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1989","9.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1988","9.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1987","8.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1986","8.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1985","8.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1984","7.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1983","7.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1982","7.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1981","6.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1980","6.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1979","5.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1978","5.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1977","5.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1976","4.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belarus","BLR","1975","4.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2016","23.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2015","22.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2014","22.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2013","21.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2012","21.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2011","20.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2010","20.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2009","20.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2008","19.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2007","19.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2006","18.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2005","18.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2004","17.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2003","17.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2002","17.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2001","16.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","2000","16.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1999","15.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1998","15.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1997","15.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1996","14.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1995","14.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1994","14.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1993","13.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1992","13.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1991","13.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1990","12.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1989","12.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1988","12.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1987","11.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1986","11.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1985","11.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1984","10.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1983","10.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1982","10.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1981","9.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1980","9.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1979","9.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1978","9.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1977","8.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1976","8.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belgium","BEL","1975","8.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2016","16.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2015","16.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2014","15.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2013","15.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2012","14.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2011","14.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2010","13.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2009","13.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2008","12.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2007","12.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2006","12.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2005","11.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2004","11.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2003","10.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2002","10.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2001","10.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","2000","9.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1999","9.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1998","9.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1997","8.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1996","8.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1995","8.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1994","7.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1993","7.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1992","7.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1991","6.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1990","6.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1989","6.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1988","6.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1987","6.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1986","5.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1985","5.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1984","5.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1983","5.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1982","5.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1981","4.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1980","4.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1979","4.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1978","4.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1977","4.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1976","4.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Belize","BLZ","1975","3.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2016","4.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2015","4.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2014","4.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2013","4.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2012","3.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2011","3.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2010","3.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2009","3.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2008","3.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2007","3.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2006","2.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2005","2.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2004","2.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2003","2.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2002","2.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2001","2.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","2000","2.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1999","2.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1998","1.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1997","1.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1996","1.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1995","1.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1994","1.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1993","1.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1992","1.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1991","1.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1990","1.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1989","1.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1988","1.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1987","0.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1986","0.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1985","0.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1984","0.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1983","0.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1982","0.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1981","0.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1980","0.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1979","0.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1978","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1977","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1976","0.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Benin","BEN","1975","0.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2016","4.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2015","4.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2014","4.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2013","3.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2012","3.700","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2011","3.500","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2010","3.200","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2009","3.000","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2008","2.800","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2007","2.600","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2006","2.400","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2005","2.300","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2004","2.100","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2003","1.900","male"
"Prevalence of obesity, male (% of male population ages 18+)","SH.STA.OB18.MA.ZS","Bhutan","BTN","2002","1.800","male"
